scenario,year,B,C,I,E,sense,slack,horizon,h2prod,imports,system_cost,obj_bound_dual,h2price,h2value,co2seq,dac,captured_co2,elec_cap,elec_cf,total_onwind,total_offwind,total_solar,total_nuclear,total_h2_storage
2020aaba,2020,a,a,b,a,max,0.1,2045,47.537109292751225,374.8986291950944,954407246057.4834,-95.3061847382384,7.1909677581902285,10756297444.042662,199898118.09111682,91224819.92333107,485.19349403148306,395748.4065032904,0.7175973417215061,761979.6798172193,577917.0136584493,1930921.3947863905,32368.31965728572,6404350.393927978
2020aaba,2020,a,a,b,a,min,0.02,2050,-0.0,1918.9728566392162,792561426704.6733,,83.95855562493418,-0.0,275000000.0000825,129000433.52681254,496.8716089457024,0.0,,621855.9693892733,292735.13742749783,1524761.2695789533,31807.900103173528,114904.8061220472
2020aaba,2020,a,a,b,a,max,0.02,2050,12.91569264666879,1383.4943656086273,811931668671.494,-99.67561093400307,8.340031206201541,3568509450.606043,275000341.689698,120201566.00057212,467.137082188235,101055.27448057185,0.7529378825570784,671835.5110558617,353982.5076099314,1695074.3250305967,32134.87745848668,1466880.6182531072
2020aaba,2020,a,a,b,a,min,0.05,2050,-0.0,1918.972679283095,792561545183.3752,,83.95887198250122,-0.0,275000000.00001884,129000759.40824986,496.87147802632694,0.0,,621855.2104674354,292735.4988494029,1524758.0775726335,31807.90009390577,114927.19932813902
2020aaba,2020,a,a,b,a,max,0.05,2050,29.73384867187529,789.1331390284539,838914223150.271,-47.4634246726427,3.9618486930788848,3869277626.5226374,274999999.97740024,122314642.85708171,468.3331235925244,225153.6187379781,0.7635196456438448,703942.8729393864,457186.4404319087,1955981.6814309699,31807.90008645502,3201730.309306994
2020aaba,2020,a,a,b,a,min,0.1,2050,-0.0,1918.9724734153733,792561617055.3245,,83.95887162275517,-0.0,275000000.00002724,129000689.0388621,496.87143062063745,0.0,,621856.7953437215,292734.893300551,1524758.9227959746,31807.90009849732,114928.15026997008
2020aaba,2020,a,a,b,a,max,0.1,2050,47.414904720275175,371.5407342653853,883969701229.0458,-29.432619430935237,2.0132320178988934,3083746718.632183,275000000.02665114,120299638.35499887,503.70761942921746,344007.8932581714,0.7954433366895528,717956.3768171625,571967.8474584941,2159283.396411556,32355.191586155644,6344978.87004719
2020abba,2020,a,b,b,a,min,0.02,2025,-0.0,0.0013941370131926247,934155786797.7686,,55.96541246229937,-0.0,0.0,121.45178065000863,7.1549813779743525,0.0,,331199.70115406765,38164.77237391622,310324.14447071956,99790.1271390734,29.619888969614355
2020abba,2020,a,b,b,a,max,0.02,2025,4.044726419461521,3.045931075077712e-07,948089760487.5789,-15.625007868061155,0.8763889707709811,114857196.1637124,-2.1309452682633916,0.05209564708740749,7.1547800566756266,26199.269379478064,0.999993637484289,360710.11977296125,43863.83499902802,336635.40390157094,99790.10001286083,0.015301822071818422
2020abba,2020,a,b,b,a,min,0.05,2025,-0.0,7.192522637142875e-07,934072154843.2244,,55.97035120407859,-0.0,0.0,0.07940544893167152,7.154780091148837,0.0,,331201.8257993267,38164.729283704284,310322.71136361576,99790.1000203686,0.025270444003495315
2020abba,2020,a,b,b,a,max,0.05,2025,9.348459946597004,7.733828181084978e-08,969106528578.0294,-13.18619190594598,0.5614347083199965,159281342.4300684,-14.47027821593747,0.030034042471716503,10.72775703196265,60553.68534234109,0.9999925331619121,404604.1326196394,46315.71216306418,351066.06044063944,99790.1000081094,0.009817909222695107
2020abba,2020,a,b,b,a,min,0.1,2025,-0.0,1.349291449070577e-06,934078021859.7994,,55.966684621677146,-0.0,0.0,0.14943948652642616,7.1547802050176745,0.0,,331201.8216241842,38164.729311745185,310322.71888022404,99790.1000356649,0.04264551503165102
2020abba,2020,a,b,b,a,max,0.1,2025,17.3326826419258,5.863329745395218e-07,1004134475390.8706,-12.738268368240597,0.526339297366528,281391557.7117621,-5.950647204756561,0.17417738779551922,62.96398403208746,112282.04531234686,0.9998911753258728,461059.0274773409,49458.628492296826,356612.40394665254,99790.10004412889,0.04769071189098323
2020abba,2020,a,b,b,a,min,0.02,2030,-0.0,0.00013521276677925248,876555365769.7349,,59.37314109374912,-0.0,50000000.00188494,14.822254962761491,57.15482862283701,0.0,,471625.6903568997,96606.2692207735,609224.9776360408,76584.00440219758,5039.774476622699
2020abba,2020,a,b,b,a,max,0.02,2030,3.9006740466154413,2.8630965078431043e-06,891064080280.4941,-24.111429626609432,1.5216982158460672,197272778.829374,49999998.606883496,0.3794031792797595,57.15477958822716,26199.269130984718,0.9643790106549467,473336.4107022296,117739.75459773713,615129.6792830357,76584.00011943288,43684.07160664157
2020abba,2020,a,b,b,a,min,0.05,2030,-0.0,4.98453015466477e-07,876512491250.6711,,59.370304160799066,-0.0,49999999.999998905,0.056430824890716665,57.15478012371123,0.0,,471622.98526636034,96611.0233727465,609225.2120515147,76584.0000177152,5075.9183271319735
2020abba,2020,a,b,b,a,max,0.05,2030,8.984665405661882,4.0196970919718434e-07,912565919410.1199,-18.62182506023622,0.8922215789067407,256241255.01385924,39102238.92103502,0.0567577913488404,56.34333460886506,60553.68516446444,0.9610779097177514,499031.689975222,134824.03273919414,636134.1625948771,76584.00001675378,36952.56537674634
2020abba,2020,a,b,b,a,min,0.1,2030,-0.0,0.00015990636052967694,876544306666.0067,,59.35228209839239,-0.0,50000000.00127124,17.127611524292647,57.154836628656675,0.0,,471623.44156426925,96610.04503621695,609225.2562419611,76584.00487680563,4956.423657523643
2020abba,2020,a,b,b,a,max,0.1,2030,17.02636583011598,3.094384218242838e-05,948357584150.0103,-18.471377804246963,0.8739849684777784,477302949.8233162,46974483.027420364,4.615901222091338,118.1536559448783,112282.04845532932,0.9822202819484634,537161.2466207484,154836.76613008016,646935.4929098812,76584.00118784458,15190.96094458498
2020abba,2020,a,b,b,a,min,0.02,2035,-0.0,125.1889899177609,796331860092.3667,,106.58172204973887,-0.0,150000000.00002417,0.31105034012320953,157.01928119477503,0.0,,618157.7243296779,226530.138118716,1002096.3677646795,40121.30009997606,87090.69597699697
2020abba,2020,a,b,b,a,max,0.02,2035,6.979846542809663,45.20994684533286,810646204406.3542,-22.70994955640465,1.8476405517658077,390637466.4129974,149999999.99949297,0.20620507532853144,157.15478103251948,54846.45537034864,0.7875339399327754,620415.7595846094,264047.9355456048,1048549.8268039436,40121.300064645875,451946.09286926495
2020abba,2020,a,b,b,a,min,0.05,2035,-0.0,125.20793072157437,796440182431.0447,,106.57576894701268,-0.0,150000000.00029305,3.4526914148119907,157.01360634425885,0.0,,618167.5235549649,226526.04373505927,1002084.1938182849,40121.301101328,87127.00550108106
2020abba,2020,a,b,b,a,max,0.05,2035,12.983958572662608,1.670742570483903e-06,831785751984.4457,-18.39855502602997,1.2554857687813379,494696254.82471055,150000000.00145853,0.1669125582892783,182.68793172023695,101258.40925077607,0.7995370898227604,628380.1780390416,298640.3027129206,1081659.119772485,40121.30004952826,1195865.923062743
2020abba,2020,a,b,b,a,min,0.1,2035,-0.0,125.2043348122955,795980680175.8167,,106.58294097572377,-0.0,150000000.00001696,0.20740735535599816,157.01536019932757,0.0,,618171.893029555,226522.92791488566,1002087.2182275929,40121.30007198914,87137.33885132782
2020abba,2020,a,b,b,a,max,0.1,2035,21.120898831719785,1.2301884630327205e-06,866925600293.8625,-16.86388981115439,1.0487298195359764,681689647.6076623,150000000.00139016,0.14397284768528917,238.13566224892057,159327.09400529033,0.8336872503972274,648521.5600427171,334546.9234248441,1118624.0750505994,40121.300042468414,904133.4106056966
2020abba,2020,a,b,b,a,min,0.02,2040,-0.0,1862.6888970197904,906349764278.4504,,101.13339555038955,-0.0,250000000.0000271,26791531.074374482,393.80430318394195,0.0,,662323.1506511574,257236.66503621356,1218599.0378556321,31807.90009057106,83196.06816551337
2020abba,2020,a,b,b,a,max,0.02,2040,15.903221755560086,1243.2851892105618,923899030504.8394,-50.506017799911255,5.079822795301955,2629171813.538484,249999999.94357473,22958915.809685282,391.62299502067316,124004.47381650581,0.7656124173109419,711830.1720479468,355092.93582944875,1386439.3814876594,31807.900580591377,1880478.4641604454
2020abba,2020,a,b,b,a,min,0.05,2040,-0.0,1862.6864740617032,906352463736.2872,,101.13317735429389,-0.0,250000000.00006348,26793832.435087718,393.8058195068817,0.0,,662322.3934899517,257243.7168157978,1218585.147819891,31807.900083858647,83537.48948323623
2020abba,2020,a,b,b,a,max,0.05,2040,29.45113589929075,748.649444575188,949755174711.9282,-35.03876502513864,3.4013080958906206,3167754607.6274357,249999999.9969021,33243128.162517205,411.7381002633278,230021.01765964128,0.7659518364921887,752187.2437891411,438467.9009310033,1592549.3015152041,31807.900248815513,3529841.5549207227
2020abba,2020,a,b,b,a,min,0.1,2040,-0.0,1862.6925836764874,906352774481.9651,,101.13328575479841,-0.0,250000000.0000202,26793528.81002103,393.8056861640859,0.0,,662321.0808208571,257241.22903203807,1218585.014801247,31807.900074272984,83583.41903493993
2020abba,2020,a,b,b,a,max,0.1,2040,47.79454409394788,220.3183861151964,992115090635.8589,-28.69595955023485,2.641737055546471,3990345506.6265464,249999999.99181545,95181652.41381021,531.3024635663473,368334.5726196124,0.7769046668344313,822485.0008455401,555520.0587648358,1912561.048461717,31807.900033793045,4934131.763733905
2020abba,2020,a,b,b,a,min,0.02,2045,-0.0,1203.095695901602,811901026100.4974,,92.49754871552373,-0.0,400000000.0000259,129399209.41952264,514.5386395147051,0.0,,647227.1674704049,291865.4478543113,1426399.784711392,31807.9000971225,110384.73903772203
2020abba,2020,a,b,b,a,max,0.02,2045,14.754912465669722,587.6456328777831,829301020761.0149,-131.00599609123657,11.795500183337625,5655165890.336858,400067093.8282367,113403510.87381881,500.99529939403243,124910.65052300101,0.7038665704135704,708573.2391111548,360535.2595090792,1546659.5565593562,32177.51265329053,1940997.9742460058
2020abba,2020,a,b,b,a,min,0.05,2045,-0.0,1203.0985508835452,811904488245.8085,,92.49947827711443,-0.0,400000000.0000291,129401589.01722679,514.5407864297384,0.0,,647219.934558238,291872.9047748498,1426395.0282208796,31807.900083529927,110516.16980382966
2020abba,2020,a,b,b,a,max,0.05,2045,24.163855091437327,342.5662736023662,862819876398.3304,0.0,86.62705221721917,65427557111.96332,399999998.8693108,118921396.43616074,502.21386903737937,230021.02077753798,0.6252946884010507,719771.3731955581,431567.921521564,1606528.4232215923,31807.902692184456,3550165.249231682
2020abba,2020,a,b,b,a,min,0.1,2045,-0.0,1203.1171815092048,811904786466.951,,92.49964160117632,-0.0,400000000.00001705,129402953.30418453,514.5486779844878,0.0,,647219.0017719908,291865.75474459166,1426393.4794845253,31807.90006899744,110088.7388448921
2020abba,2020,a,b,b,a,max,0.1,2045,,,,,,,,,,,,,,,,
2020abba,2020,a,b,b,a,min,0.02,2050,-0.0,742.3532555261297,739656469450.7406,,83.8582602196309,-0.0,550000000.0000902,149230721.85770977,550.0907768460092,0.0,,610377.5557800601,291676.3265702324,1543625.353656184,31807.90016434442,235965.36445232254
2020abba,2020,a,b,b,a,max,0.02,2050,10.547767380662364,375.5136489384346,756597369617.7896,-137444.36409669375,9140.84266908051,2973433831646.461,547005590.2938623,148681634.09943023,579.6505450645171,99039.60617951496,0.62267160791463,659606.4356568852,348821.4153219948,1526562.100514138,32177.03718804641,3011942.4067455884
2020abba,2020,a,b,b,a,min,0.05,2050,-0.0,742.3195320078859,739660724890.5582,,83.83493538915637,-0.0,550000000.0000211,149236080.72877312,550.0922479544711,0.0,,610366.4847595517,291683.1562843085,1543688.889160362,31807.900151311365,235672.86548936035
2020abba,2020,a,b,b,a,max,0.05,2050,18.46202758384083,255.9169193500394,781965183950.4497,-34096.062951156804,2232.110914194088,1264819005083.3428,510088064.60458124,149311755.93089753,550.9337465669843,169831.62259895707,0.6368358392744866,670312.5448575255,419922.78572439525,1589064.643988317,32039.145812635445,4023227.5131514654
2020abba,2020,a,b,b,a,min,0.1,2050,-0.0,742.3725947755497,739658313649.575,,83.83971900702898,-0.0,550000000.0000044,149232927.8257508,550.0929167195302,0.0,,610365.8718845872,291677.5470321165,1543621.0588857108,31807.900026598913,235595.73119645272
2020abba,2020,a,b,b,a,max,0.1,2050,,,,,,,,,,,,,,,,
2020acba,2020,a,c,b,a,min,0.02,2025,-0.0,3.749902860325219e-05,934092760085.3518,,55.969278297394744,-0.0,0.0,4.2022867527842545,7.154786704802855,0.0,,331201.84998019744,38164.72996430451,310322.8145118919,99790.10095264553,0.9480291937850107
2020acba,2020,a,c,b,a,max,0.02,2025,4.057900196526149,7.021655733074778e-08,948078077662.8672,-15.624044699146308,0.8763777312582053,115225090.71910784,-27.972229900294327,0.012497491554315829,7.154779970746637,26284.601276745598,0.9999936295339361,360839.09590445063,43863.860460211305,336733.7099882257,99790.10000348173,0.004000517106186415
2020acba,2020,a,c,b,a,min,0.05,2025,-0.0,3.2823142502205616e-07,934028742851.7327,,55.97413058885975,-0.0,0.0,0.0376881736472522,7.154780024518673,0.0,,331201.82723736606,38164.729280146115,310322.7107092443,99790.10000996228,0.013742972526843306
2020acba,2020,a,c,b,a,max,0.05,2025,9.34535801615096,3.0962535925990576e-07,969094586771.981,-13.18674013302059,0.5614412304855105,159227779.1570264,-26.369955896110085,0.08843108523010937,10.708224340398557,60533.59312010659,0.9999925296535433,404585.3213736179,46316.5668156463,351033.3242018379,99790.10002168108,0.025522586602213772
2020acba,2020,a,c,b,a,min,0.1,2025,-0.0,2.8689763020686433e-07,934028739007.7681,,55.97013267516682,-0.0,0.0,0.03296427441281341,7.154779994775382,0.0,,331201.82645062543,38164.72927873416,310322.71080467186,99790.10000765469,0.009331576740932457
2020acba,2020,a,c,b,a,max,0.1,2025,17.33643911539903,2.800608970446409e-06,1004122101954.4071,-12.738042486569599,0.5262987018759525,281449457.1117274,-15.559904995671216,0.7379728562706191,62.9903558672678,112306.36943525138,0.9998912689274367,461078.7407239919,49458.65970520106,356635.9817739008,99790.10015725276,0.1983173306353561
2020acba,2020,a,c,b,a,min,0.02,2030,-0.0,3.759231890761106e-06,875727082678.7166,,55.83824088511709,-0.0,97995329.28426734,0.47522977410915296,105.15011081528299,0.0,,454466.1175173648,84194.11037917729,588682.0865777007,76584.00012277967,4911.767674122291
2020acba,2020,a,c,b,a,max,0.02,2030,3.81757210421833,5.220850302770938e-08,890202790798.863,-26.487844863774438,1.6309817264871889,208243279.2049121,84727086.17995445,0.007533699169467729,91.8818661349959,26284.60115160574,0.940769269264564,461689.4685396279,106899.75490513816,604987.1212360824,76584.00000213535,78099.79753548345
2020acba,2020,a,c,b,a,min,0.05,2030,-0.0,3.6512336051597154e-06,875705081837.1973,,55.821784516452354,-0.0,97995735.64852747,0.462222901824767,105.15051725927603,0.0,,454465.70677736576,84194.04608710129,588683.0325823091,76584.00012538338,4904.462317247366
2020acba,2020,a,c,b,a,max,0.05,2030,8.850262380226468,1.229823137412971e-06,911681933003.9219,-19.950135297592645,0.9313018818199141,263495567.39262173,77327516.39377555,0.23033001919768897,92.19384173480418,60533.59267587794,0.9470152255179881,486909.19995416864,123401.44620505197,621958.6967247876,76584.0000684581,48888.95353171918
2020acba,2020,a,c,b,a,min,0.1,2030,-0.0,1.4777906001625944e-06,875662918469.6472,,55.82164274426326,-0.0,97995773.30942829,0.18023441068193202,105.15055384283131,0.0,,454465.73943125235,84194.00116429295,588682.968422476,76584.00004578388,4904.043224681785
2020acba,2020,a,c,b,a,max,0.1,2030,16.9564697432989,7.341530295683208e-06,947440537396.9792,-19.455633201485405,0.9013547905990685,490945559.19387096,87914397.22464462,1.225673454481234,157.29800714200235,112306.35845608512,0.9779763644409758,528963.7063205607,140769.56539570112,633299.3117839241,76584.00030460092,19293.243013808213
2020acba,2020,a,c,b,a,min,0.02,2035,-0.0,7.032664214656044e-06,778375733956.0199,,73.28367116280901,-0.0,300000000.00002646,0.415032492167163,307.1547804096441,0.0,,565385.8034226076,193427.8622588712,963647.1832118395,40121.300104327594,52079.15854260165
2020acba,2020,a,c,b,a,max,0.02,2035,4.192604490327737,1.1390226661361794e-07,792275241982.9255,-21.274792423217697,1.4637707449512378,200835720.18722367,300000000.00057423,0.014217160838686052,307.15477996361767,32485.373358006942,0.819788844266362,569821.9523876186,213884.61166257595,966275.0116398741,40121.300003936565,269440.82706881844
2020acba,2020,a,c,b,a,min,0.05,2035,-0.0,1.0751623032387177e-05,778265889755.94,,73.29462927470874,-0.0,300000000.0000357,0.6417049370414639,307.15478081937516,0.0,,565372.0063148718,193433.31420646617,963671.4315849543,40121.3001531442,51947.93030964915
2020acba,2020,a,c,b,a,max,0.05,2035,9.378010236773338,1.6346701532208054e-06,812912766530.3586,-19.000880400419,1.1632728815301325,347164054.6039805,299999999.95196503,0.24232701191660438,309.97711450411214,68321.48339548532,0.8794132441082841,579545.9749679458,231852.88577797991,972451.1979366867,40121.30005580206,377910.854648287
2020acba,2020,a,c,b,a,min,0.1,2035,-0.0,4.748979122810855e-06,778448933276.1233,,73.3043003838191,-0.0,300000000.0000198,0.30818183272207783,307.15478035012495,0.0,,565380.4468385209,193434.54626956035,963688.0675447527,40121.300070403115,51841.382713702544
