scenario,year,B,C,I,E,sense,slack,horizon,h2prod,imports,system_cost,obj_bound_dual,h2price,h2value,co2seq,dac,captured_co2,elec_cap,elec_cf,total_onwind,total_offwind,total_solar,total_nuclear,total_h2_storage
2020abaa,2020,a,b,a,a,min,0.02,2030,-0.0,2.8491625858532355e-11,876516589259.0883,,59.370147103044005,-0.0,49999999.99989864,0.48805868955064985,57.1547815683164,0.0,,471623.04970069055,96611.01550699296,609225.2037790546,76584.00015277736,5075.004738879908
2020abaa,2020,a,b,a,a,max,0.02,2030,3.9455436812788363,4.2294097146526926e-05,891318034144.9912,-23.4828425357155,1.4544314285376678,190264860.5758705,49999995.68163464,6.97541812003312,57.15479690600194,26357.674512831247,0.9696098633738998,473355.6692784558,117994.12301726939,615164.6971119444,76584.00205705952,40664.69448874802
2020abaa,2020,a,b,a,a,min,0.05,2030,-0.0,8.624079958721918e-12,876512492257.9883,,59.37074730615691,-0.0,49999999.9999585,0.1779030014552123,57.15478053010143,0.0,,471623.04545314965,96611.00184871454,609225.2655357164,76584.00005306579,5075.626981662839
2020abaa,2020,a,b,a,a,max,0.05,2030,9.045112096054309,4.1051069031479106e-07,912825692969.013,-18.60813785673483,0.8915897177675404,257767769.66939452,39482190.15965438,0.09703467427472848,57.108885865406464,60763.231397877884,0.9642071709200122,499215.8172294542,134872.8958955767,636125.8866246368,76584.00002635866,36322.83374102177
2020abaa,2020,a,b,a,a,min,0.1,2030,-0.0,6.771833006816454e-10,876996578150.2327,,59.36867561055881,-0.0,49999999.99661657,14.529782538573453,57.15482823838051,0.0,,471623.68716026517,96610.18002258369,609226.7338065547,76584.00461643896,5029.821987938616
2020abaa,2020,a,b,a,a,max,0.1,2030,17.07754748103414,6.512490221359808e-05,948628390130.0923,-18.38533979270047,0.8699622299833346,476743779.4728961,47003557.346881405,13.467733757213793,118.50477811860364,112569.30271196684,0.9826588915557943,537495.4977992091,154948.49706619343,647030.1775103076,76584.00368000474,15032.691349945357
2020abaa,2020,a,b,a,a,min,0.02,2035,-0.0,5.778045064497687e-11,803531067531.9014,,140.03150454059187,-0.0,150000000.00003624,0.3605187883719863,157.15478031953504,0.0,,641818.7157152446,247560.29642441927,1011164.7166549368,40121.300192215116,121701.2447783961
2020abaa,2020,a,b,a,a,max,0.02,2035,8.124274992809243,13.750120651859676,813338621339.6316,-21.909013034195578,1.7422368851173664,427008549.58518773,150000000.0002076,0.03181026454688207,157.1547808980249,62633.70262714091,0.7987838053257349,622217.7351011503,274875.4470981542,1054879.2770811962,40121.30000967793,506816.2068130619
2020abaa,2020,a,b,a,a,min,0.05,2035,-0.0,4.4444366164529614e-11,802160257099.1147,,140.03257128728575,-0.0,150000000.00002953,0.3035207017554973,157.1547802602864,0.0,,641816.746793136,247563.79804500155,1011163.0041014566,40121.300134320954,121734.43608545359
2020abaa,2020,a,b,a,a,max,0.05,2035,13.911787540394625,1.1438522921603727e-06,834545969103.2212,-17.800941672709698,1.1788638564883476,497864812.71185166,150000000.00080645,0.12632497679730986,188.77029848995303,107505.18471749757,0.8047277279391566,630944.2958673539,303075.7136202927,1086650.5689025482,40121.300036951616,1162520.3013604693
2020abaa,2020,a,b,a,a,min,0.1,2035,-0.0,3.809233998964887e-10,802246380033.1364,,140.03202554547744,-0.0,150000000.00026274,2.1940963261576503,157.15478243352004,0.0,,641817.8833301067,247561.4021415571,1011165.3033028205,40121.301464025586,121740.2583263822
2020abaa,2020,a,b,a,a,max,0.1,2035,21.98214894185543,1.1764463386603844e-06,869803055748.7317,-16.702185054895025,1.0255446108200712,695111386.7887005,149999999.94660062,0.1725826450730639,243.61954810381934,163799.63899924816,0.8428561223666379,647736.121358603,340832.4242457446,1121364.8970987066,40121.300053648636,905214.2322874129
2020abaa,2020,a,b,a,a,min,0.02,2040,18.984499940791267,630.871234733932,946805373851.0586,-3.020485905648717,1.0394266777476535,644878236.899056,249987897.2234898,26294944.848318562,354.026077129324,138420.47831701033,0.7988842294157339,759575.0784383523,363378.7083193356,1644463.880550336,32023.2030526221,2590726.916118289
2020abaa,2020,a,b,a,a,max,0.02,2040,33.417214325830685,596.7655141726249,947535145636.4207,-33.46068269001868,3.235329360663317,3417011536.2428474,249999999.98539034,47885605.47787228,437.41575759647367,253590.312537072,0.7766968361408317,763385.0461616279,467075.4624059108,1652308.9539141848,31807.90026329935,3661477.6768113486
2020abaa,2020,a,b,a,a,min,0.05,2040,19.36603314681679,645.466911173456,971906964596.0536,-1.4082259580716556,0.8406142966454978,537814333.6951772,250000064.71950698,14980193.234933421,339.30756283302617,139460.5254008516,0.8088619484767665,755075.3618584774,375241.1685606063,1716136.308364953,31808.987490329473,1425258.6291345307
2020abaa,2020,a,b,a,a,max,0.05,2040,44.70437554077629,217.26322272136318,973861432037.5157,-29.21403758422811,2.7016978462270855,3820898871.5070724,249999999.9453265,85936554.19236816,509.12629184186994,339744.9090642012,0.779844854550403,812900.6435084849,536052.4260902989,1846879.8072878441,31807.900141266604,4477428.660557395
2020abaa,2020,a,b,a,a,min,0.1,2040,18.835530033697303,627.7881801203517,1013742889135.9175,-0.2293517635478346,0.7065346729395485,442890182.84308696,249999998.97628814,110.20616480466948,316.25144165639995,129103.00221949164,0.8498191934800894,758863.7935441416,408797.1113121555,1848909.4122973145,36241.57120230919,831589.6204550186
2020abaa,2020,a,b,a,a,max,0.1,2040,59.13684134568378,142.7514214550313,1017170180544.3315,-19.59077906262529,1.3802153729568813,2549289939.8659215,249999999.84623486,115886216.74463472,593.3551723858396,440556.5023960344,0.8002806431647076,867922.2151442987,589600.6610148422,2080658.1863635017,31807.900639859217,5084871.586108309
2020abaa,2020,a,b,a,a,min,0.02,2045,15.774176296593993,433.9564286759533,844548018537.8147,,91.52849575310375,46776696701.3256,400000000.000041,96810185.46048163,465.09443474571304,138420.47831701033,0.663791025029611,724508.7472121228,375255.6486269345,1650646.66424642,31978.045257394446,2559923.99578757
2020abaa,2020,a,b,a,a,max,0.02,2045,27.382843325145455,253.74418693331407,864055023167.7092,0.0,79.15654337313264,68102958325.28328,399999999.83518875,121788998.12061033,506.2892522122004,253590.31099964667,0.6340311233751166,717456.5259529243,459772.2831854926,1653386.7131718132,31807.900213738183,3676733.790089112
2020abaa,2020,a,b,a,a,min,0.05,2045,16.109175552550944,395.1130730413787,851672587122.311,,90.29441765633776,46007757862.877686,400000000.0010068,101498349.20432064,465.932363947224,139433.17421850772,0.6729646184384918,721294.4840051038,379147.55498353584,1723991.332017451,31807.900141255268,1738215.957542937
2020abaa,2020,a,b,a,a,max,0.05,2045,,,,,,,,,,,,,,,,
2020abaa,2020,a,b,a,a,min,0.1,2045,16.59436569542749,355.69814330124643,874814508726.394,,88.8325331512906,46102287271.24236,400000000.0048243,95403323.66993281,455.799169362941,129093.25725262651,0.7487591265714577,714450.8988506958,400744.3890414959,1859950.6693043234,36241.49150883603,1675769.9423264104
2020abaa,2020,a,b,a,a,max,0.1,2045,50.40559866921908,1.8702571573065673e-05,951186446677.8005,0.0,60.37039019721946,94184166942.0738,317506479.3512964,123941933.73447336,526.2818119885858,440556.4953882079,0.6797274908091365,818277.125253529,581547.9592563009,2078588.4424763238,31807.900040989975,5117183.917948336
2020abaa,2020,a,b,a,a,min,0.02,2050,11.719076755033248,358.5278956399915,788387430072.4362,,67.04255053570388,24066587808.317997,509744054.3561239,130835147.5183995,521.0591626028692,138420.47831701033,0.4931489179123651,681323.8221490791,363657.5717939437,1629197.7324383995,31978.04524436575,3743028.4381201086
2020abaa,2020,a,b,a,a,max,0.02,2050,27.843392702626677,180.50198356952038,805554256886.5858,-41.83864172185818,2.679972919735251,2270032184.6388836,474417188.12931794,148088098.14923674,531.4089906971863,227232.6516292035,0.7160065042950468,691130.6306463259,452523.3749128013,1830327.398016797,31807.901824836088,3799040.5422288356
2020abaa,2020,a,b,a,a,min,0.05,2050,11.96711001242931,337.9063543272461,795636865715.7015,,67.03632140630714,24610745001.09755,504536932.229095,132718757.50530979,517.603056396336,139433.17421850775,0.49992885092438205,679734.364396431,367549.4781468578,1707158.2851486646,31807.900064065303,3514321.118311126
2020abaa,2020,a,b,a,a,max,0.05,2050,,,,,,,,,,,,,,,,
2020abaa,2020,a,b,a,a,min,0.1,2050,12.454911351287627,257.39061260184775,814498867926.7919,,67.39253779354868,26319442533.602356,522232379.19463134,127619170.26829985,529.3158981246248,129093.25725262651,0.5619816217190347,676168.5053363412,388357.60338568885,1846924.4662501935,36241.49094194129,2664741.1781789465
2020abaa,2020,a,b,a,a,max,0.1,2050,55.63394258141461,14.636215813390777,876056999288.5161,-24.28276939309501,1.4713768673986536,2579869793.5036736,351173262.854751,146188780.21571684,552.8684295150344,406382.1255202957,0.7873453862395916,777490.0454623972,580148.5216740363,2316149.486492429,31807.90016463529,5185091.126102302
2020acaa,2020,a,c,a,a,min,0.02,2025,-0.0,7.063047554211832e-11,934928099853.3948,,55.96009357000925,-0.0,0.0,1.4049527741149994,7.154782557618154,0.0,,331201.83038462943,38164.7298746822,310322.769719556,99790.1003700276,0.33006629530370934
2020acaa,2020,a,c,a,a,max,0.02,2025,4.044163630240832,1.1542031936539771e-07,948039167033.1985,-15.625035499782822,0.8762500832163441,114841510.53702068,-44.234750082228985,0.025254002954131778,7.154780012069975,26195.623987782157,0.9999936369718536,360706.13694723404,43863.83550505839,336631.2007394504,99790.10000583007,0.007498006223051327
2020acaa,2020,a,c,a,a,min,0.05,2025,-0.0,6.432918984553109e-10,934838887941.8562,,55.95669904859325,-0.0,0.0,15.84537209879797,7.154816771181417,0.0,,331202.0157795177,38164.73326344377,310322.7669093154,99790.10416427083,3.9485128619258036
2020acaa,2020,a,c,a,a,max,0.05,2025,9.342379430713116,7.704224704010634e-08,969054813592.6166,-13.186985060241478,0.5614277651761176,159178318.0312999,-7.527136423345169,0.023842529911654406,10.685111088678234,60514.29971355658,0.9999925284380381,404571.6184895456,46316.566937147196,351019.3747014859,99790.10000589775,0.007212361699173476
2020acaa,2020,a,c,a,a,min,0.1,2025,-0.0,9.32175337411506e-12,934252165463.2815,,55.962584933557544,-0.0,0.0,0.24487027201909414,7.154780519809358,0.0,,331201.82085724676,38164.72937164667,310322.7144654292,99790.10006558248,0.08473667563884649
2020acaa,2020,a,c,a,a,max,0.1,2025,17.321301095649915,2.37525747792594e-06,1004080891188.6302,-12.739133018348591,0.5264636809592232,281227153.84915304,-19.07128739441977,0.8036825089188157,62.884647154763854,112208.2176383665,0.9998920433352428,460979.7213200651,49453.94837266741,356610.0097033854,99790.10020000745,0.21523596784757015
2020acaa,2020,a,c,a,a,min,0.02,2030,-0.0,3.2816001825764235e-11,875955609122.7147,,55.8256817785795,-0.0,97995553.74116187,0.5038231196715716,105.15033549501767,0.0,,454465.9381420666,84194.04109847314,588682.6767347751,76584.00014041526,4905.9978062526625
2020acaa,2020,a,c,a,a,max,0.02,2030,3.8898027711605927,9.726725060835123e-08,890378624395.3474,-25.38892591321417,1.5331808209674573,199113130.5810791,85654800.26150736,0.027218221819590535,92.80958029800149,26195.623657254015,0.9618250953185927,461666.54960994166,106892.11450816554,604940.141482003,76584.0000078411,50667.33694805624
2020acaa,2020,a,c,a,a,min,0.05,2030,-0.0,3.089580414687578e-11,876027352016.6975,,55.8578554550381,-0.0,97994443.61427549,0.42600625011975646,105.14922508746665,0.0,,454466.15546128113,84194.2813076318,588682.2957234555,76584.00010629349,4963.0162257684
2020acaa,2020,a,c,a,a,max,0.05,2030,8.924183740745438,1.0962436124757507e-06,911863630496.1202,-19.588419415871613,0.9151153595042715,260855658.29233447,78568423.06092308,0.40531487365349844,93.7289657460912,60514.29997631649,0.9552295630568781,486867.28477416513,123526.18647597785,621913.7508938147,76584.000123515,37329.118702649466
2020acaa,2020,a,c,a,a,min,0.1,2030,-0.0,2.6873624455211723e-11,876023355817.0891,,55.82204696045594,-0.0,97995455.28379239,0.31814272228936075,105.15023638800557,0.0,,454465.8208300021,84194.05909644776,588683.037623435,76584.00009260829,4904.6430467197815
2020acaa,2020,a,c,a,a,max,0.1,2030,17.011892705548973,1.8106647230939354e-06,947628159431.6111,-19.094686857382783,0.8845913472717604,483384685.5102051,88649900.37156242,0.38991857987404294,158.3630482937568,112208.21001659831,0.9820311544224842,529105.3276885614,140903.9574799157,633257.6503457231,76584.00010578177,15317.649858336108
2020acaa,2020,a,c,a,a,min,0.02,2035,-0.0,4.047131376519948e-11,779279207918.1599,,73.2776216988482,-0.0,300000000.00003207,0.7445052478484115,307.15478094007995,0.0,,565393.4841893583,193418.09854208172,963649.8985635233,40121.300126877584,52207.66986027732
2020acaa,2020,a,c,a,a,max,0.02,2035,4.154956698909813,1.9049523009287896e-06,792272923167.5298,-21.304339432785355,1.4676154164993425,199492361.18715402,299999999.9425736,0.2650743461567483,307.15478041153955,32247.02850051071,0.8186798995517552,569838.1815080962,213693.2167764,966349.3531558105,40121.300069041354,271766.2691941974
2020acaa,2020,a,c,a,a,min,0.05,2035,-0.0,6.156309774045863e-11,778871089118.3921,,73.27919042155186,-0.0,300000000.0000293,0.49104972678177367,307.15478057911355,0.0,,565395.8762592698,193418.88418614783,963647.0557071073,40121.30016898666,52235.86287508481
2020acaa,2020,a,c,a,a,max,0.05,2035,9.345376453114,8.552886290457084e-07,812913861223.5542,-19.096531290166546,1.1752552537701464,349936847.7503026,300000000.0004928,0.14412645249498104,309.8731163737682,68210.86016024362,0.8778542809301872,579554.5779457974,231652.02103729965,972438.428028402,40121.30003483777,390689.76706068113
2020acaa,2020,a,c,a,a,min,0.1,2035,-0.0,4.897151073839555e-11,779585956230.4014,,73.27633607828922,-0.0,300000000.0000291,0.598881956831318,307.15478066419024,0.0,,565394.4167249242,193415.7688922884,963645.3035760263,40121.300177677294,52537.671648040196
2020acaa,2020,a,c,a,a,max,0.1,2035,16.822997744607775,9.573053663420149e-07,847281426872.1116,-17.48402318684383,0.9695861408325195,515858989.71320367,299999999.9446415,0.22532852358013838,359.1132640481735,121275.16251697681,0.8921636994579539,604234.1979952852,258833.74643499096,989504.860383326,40121.30004587348,104607.03176697246
2020acaa,2020,a,c,a,a,min,0.02,2040,5.1136100820141746,170.4365357352754,869717508348.8832,-4.491320973315496,1.1564070168351566,191604302.57490844,499999999.48111105,107540971.5714946,500.4977825105831,38442.98518591145,0.7748105699347592,721713.9049582172,323898.01964856335,1469899.1946996362,31807.913988571425,1288970.2607074846
2020acaa,2020,a,c,a,a,max,0.02,2040,17.515668596702582,213.6958546171689,870666456160.5747,-32.44459269918592,2.9372555191872656,1601908470.7274604,500000000.1229046,121452855.85689013,573.2019426404052,134759.94521850356,0.771462553186912,710885.937653461,375354.12784543005,1471620.638090125,31807.90051145478,2176778.9944308586
2020acaa,2020,a,c,a,a,min,0.05,2040,4.079482950247273,135.96909740530955,892785254533.8035,-0.9107654422039071,0.7888347787585976,107065894.19824101,500000005.29995024,98437683.0222294,500.0004762937309,28581.58060397801,0.8313883059467849,755935.6372251051,346160.03879842325,1568135.159370537,31808.08985765776,152326.9395347107
2020acaa,2020,a,c,a,a,max,0.05,2040,26.76546907853274,140.33319358349436,894782477070.3325,-21.675614807557096,1.570400960551153,1289220378.3431208,500000000.31461585,129733102.78071983,621.2242094949917,201295.7283367415,0.7958060539050942,716803.1170500044,423549.26342163933,1519374.5129778665,31807.902515858234,2696629.422984959
2020acaa,2020,a,c,a,a,min,0.1,2040,3.8146256968822874,127.14111085891543,931230484910.7307,-0.43413215592564564,0.7472695776163976,94932444.62619938,500000544.2502178,98117704.91082653,500.00339970017455,25431.113438217348,0.873718610371777,728973.2125276561,362412.17403458786,1640368.6695653726,47930.08191683094,132197.37986316922
2020acaa,2020,a,c,a,a,max,0.1,2040,37.64265911413724,4.412594733458149e-06,934922461165.9976,-19.577706589334255,1.310820393770629,1513703243.7673957,500000000.0826678,130549458.62962897,665.2820079917402,280189.5544142766,0.8110448418506451,755680.4279870132,479979.4668039502,1611967.5486878948,31807.90008769886,3013870.060811809
2020acaa,2020,a,c,a,a,min,0.02,2045,3.5052489238125575,116.82994663050597,796741156097.241,,65.05474402083992,7271389086.374733,641881735.3220321,131766213.99318339,644.0101018304837,38442.48437535597,0.5311197479624686,676640.9978323111,315845.3001485283,1467840.225781686,31807.900087469116,1332424.7299105765
2020acaa,2020,a,c,a,a,max,0.02,2045,13.563019015308832,14.944018178012367,805417514600.2661,-92543.05496507931,5890.986765786703,2510715628165.6494,598315992.4316404,149551027.41504455,657.0099570618113,134987.77421203768,0.5943956146440844,662878.9539608427,367584.760518937,1472520.9578365304,32236.473866302684,3035135.3708450045
2020acaa,2020,a,c,a,a,min,0.05,2045,3.1943317074086135,106.46707217536544,814324050222.0066,,64.78076482544526,6596096307.731766,615402617.5964986,123004896.43487269,615.4026249805306,28566.056859047745,0.6513504949629938,706738.0202745104,338107.311509121,1566065.2675903896,31807.900706205335,734120.5281230904
2020acaa,2020,a,c,a,a,max,0.05,2045,20.030675788628248,2.7570332689719668e-05,836440850379.2567,0.0,64.10003511268528,39667110438.58291,584235448.9447325,144973848.1284464,604.6724297680266,201295.70490277215,0.5923787343763774,667604.1395986894,415496.5636212253,1517304.7472187332,31807.900039952143,4919834.97539054
2020acaa,2020,a,c,a,a,min,0.1,2045,3.5567594954391937,2.3955213845607153e-06,831623689119.4556,,64.36926526336306,7389756067.763044,631213917.5367125,117511949.66962361,631.2139180613237,25419.986690235455,0.81501239222828,679323.4516252996,354359.1585838869,1638298.1477569835,47929.503581523764,478777.24760796333
2020acaa,2020,a,c,a,a,max,0.1,2045,28.91120583935432,1.0850488173910148e-05,872631476261.6737,0.0,61.138696742928126,53100826591.80052,521199668.2855857,139052954.91529286,587.2179830904458,280189.55350579554,0.6192988106060917,706035.3385541514,471926.76820446865,1609897.7999620494,31807.900033831935,4945871.680248272
2020acaa,2020,a,c,a,a,min,0.02,2050,3.291113214413064,109.69280343631318,745916110455.989,,64.80143977197605,6816923380.63595,710561429.605722,147384246.29690838,712.454300487559,38442.48437535597,0.4986736345827887,649540.8175761552,317030.2643069308,1537450.9533376517,31807.90004667291,1455037.6723421745
2020acaa,2020,a,c,a,a,max,0.02,2050,,,,,,,,,,,,,,,,
2020acaa,2020,a,c,a,a,min,0.05,2050,2.62138812117079,87.37086608166334,762731234458.2583,,64.73479873767464,5389559659.94489,694184942.3049436,146267975.20385227,694.1905120600785,28566.056859047745,0.534522587699529,675927.4361719559,338032.7591610998,1599834.0348632808,31807.90011671913,1030939.0244633048
2020acaa,2020,a,c,a,a,max,0.05,2050,27.430537376243553,55.95181147678542,778687378634.53,-24.775919256841213,1.4903437617590236,1295468439.2915888,587389080.1065325,159185214.42948627,627.6079399301544,198625.61768613174,0.7872579327739571,648090.4130729977,420688.39204491297,1819352.3374934157,31807.900045304737,4970651.933600028
2020acaa,2020,a,c,a,a,min,0.1,2050,2.7976117267621774,93.24439897175596,777458113602.9006,,64.56680501690809,5829239925.625881,674532565.8298213,144194613.48543197,674.5386188316917,25419.986690235455,0.641057746209175,637872.2272300939,343013.66659688693,1648481.0124196014,47929.50361567278,809641.9468414019
2020acaa,2020,a,c,a,a,max,0.1,2050,44.556701442996214,3.3754325130360845e-06,817594356858.1675,-20.905943004359457,1.095872838939999,1538519206.8591578,521199673.7994225,154077490.2995124,650.2314737685174,307250.9160176329,0.8168405926001496,693676.1738822432,478327.2543408709,2060993.4345298945,31807.90007655763,5076004.493219154
2020aaba,2020,a,a,b,a,min,0.02,2025,-0.0,3.3594550474463575e-07,934129341371.4263,,55.98832491214634,-0.0,0.0,0.026015761669818272,7.154780014781261,0.0,,330439.86347757035,37092.728853454966,308543.7852080727,99790.10000990996,0.013853126999319836
2020aaba,2020,a,a,b,a,max,0.02,2025,4.0790145227992625,3.3332219442560743e-06,948271788349.6472,-15.670415449976405,0.8783095699982869,116028753.93886435,-23.530989968028877,0.3919621022412866,7.154781177778212,26421.332623660146,0.9999949305341805,358644.77449998824,43727.4165208238,334405.7296617117,99790.10011581602,0.14122039909975626
2020aaba,2020,a,a,b,a,min,0.05,2025,-0.0,3.281455815360654e-06,934194374187.8906,,55.974573938544275,-0.0,0.0,0.2621968692213792,7.154780570981204,0.0,,330439.91052998975,37092.69653480457,308543.7732915854,99790.10008751933,0.10416365809345049
2020aaba,2020,a,a,b,a,max,0.05,2025,9.394154795195035,1.730374779049463e-07,969292591542.0854,-13.182411767429263,0.5612423162356244,160034599.55015266,-15.361189949029754,0.025542422188859396,11.05397082828539,60849.674659872544,0.9999924403512783,404972.13995730033,46307.79056027781,351107.69534702355,99790.10000841405,0.010454363926725715
2020aaba,2020,a,a,b,a,min,0.1,2025,-0.0,3.26699282492479e-06,934129407462.3823,,55.98372332233935,-0.0,0.0,0.26276434336359933,7.154780672390472,0.0,,330439.83996980765,37092.64782683102,308543.77317004994,99790.10008601699,0.12374536979297188
2020aaba,2020,a,a,b,a,max,0.1,2025,17.37597279390281,6.680024797713784e-07,1004327263525.0298,-12.735110566042302,0.5261228417254215,282019585.69581074,-2.924146849550694,0.14631520185866448,63.25981534215554,112562.64923178335,0.9998896829927046,461327.5598609273,49499.29615225707,356635.5494572415,99790.10005052018,0.05243902941355937
2020aaba,2020,a,a,b,a,min,0.02,2030,-0.0,1.4424128910307933e-06,877146205434.4404,,64.93892630828435,-0.0,3102101.4465674683,0.1224641254753017,10.256881737060324,0.0,,481802.40463218646,116936.99156633425,609496.6222019873,76584.0000379805,4966.277200666854
2020aaba,2020,a,a,b,a,max,0.02,2030,4.0117526604441816,0.0006675505176789204,891764030434.2905,-20.79404024257917,1.3150117108990622,173871328.15375054,1138523.2098024383,53.849325939991395,8.293499699673495,26421.441208852837,0.9835010636378612,485681.34693317086,137220.3052249513,626208.4253387506,76584.02135121477,25145.585249072916
2020aaba,2020,a,a,b,a,min,0.05,2030,-0.0,1.2322807520080465e-06,877146202784.2284,,64.93895107002439,-0.0,3102089.8786313743,0.09649529593418488,10.256870054017813,0.0,,481802.50539139326,116936.92620518939,609496.7481353651,76584.00003334662,4965.2457595398755
2020aaba,2020,a,a,b,a,max,0.05,2030,9.10077342378266,5.49489041310072e-07,913327482060.2917,-17.266848478717314,0.8269602966516715,240623922.83285487,1478028.6504376526,0.0629324634963733,19.625519801167453,60849.67445113572,0.9687624756098994,507544.85077522264,152241.28148084166,643214.3527115856,76584.00002332113,32494.283594453616
2020aaba,2020,a,a,b,a,min,0.1,2030,-0.0,2.2793553879068493e-06,877332847100.6299,,64.93892521326056,-0.0,3102093.211317801,0.18457116629170828,10.256873659286983,0.0,,481802.5448878673,116936.91721764125,609496.6711981178,76584.000071199,4965.972205872831
2020aaba,2020,a,a,b,a,max,0.1,2030,17.02586347903545,1.9789097427785044e-06,949147395371.7067,-16.77696848136525,0.7913979371213636,433909612.5400001,4546758.776667388,0.23029412424751355,74.23182096780972,112562.64710427572,0.9797428758367053,552412.7217667596,169783.925459,655620.4128687858,76584.00008195417,16946.785012518514
2020aaba,2020,a,a,b,a,min,0.02,2035,-0.0,283.052731163115,815139655158.6072,,111.72045785485082,-0.0,75000000.00164822,25.622373088039673,75.10846661118295,0.0,,644824.426218288,235939.1775956566,1005153.5842974335,40121.312873145136,32987.02212585022
2020aaba,2020,a,a,b,a,max,0.02,2035,10.378748669506503,57.471166293552564,831995427488.3287,-24.55525253373402,2.133106184956158,676609042.1163956,74999999.92966077,2.2690279907940774,105.6347306189011,78893.5032264215,0.8044334092909423,652781.4416525897,303194.89062617265,1084358.839760783,40121.30091858334,846822.9800225571
2020aaba,2020,a,a,b,a,min,0.05,2035,-0.0,283.0507400994866,815502601767.2628,,111.72032547318446,-0.0,75000000.0000232,0.3734813901213295,75.10824340298922,0.0,,644825.294424767,235939.47851818695,1005150.6800048788,40121.30015576505,32954.7962185235
2020aaba,2020,a,a,b,a,max,0.05,2035,16.706765276463095,2.9494225740420825e-05,853667014825.1208,-19.728618945399408,1.476991713744482,760008505.8549043,74999999.99702567,0.21797689756877164,132.63375327940383,128202.78915534801,0.8043627861352675,653456.7115913556,344187.55999189406,1126820.325845534,40121.300104031856,1392692.7057133971
2020aaba,2020,a,a,b,a,min,0.1,2035,-0.0,283.0507980670304,815510105270.2485,,111.72032426787553,-0.0,75000000.00002538,0.37997446675775837,75.10824081523567,0.0,,644824.925628206,235939.77183992096,1005150.3012406474,40121.30016901593,32955.45128889549
2020aaba,2020,a,a,b,a,max,0.1,2035,25.457424403237198,6.112426820415277e-07,889687402367.171,-17.140550104935386,1.1238785408602572,881237532.4778265,75000000.00042596,0.045318867709935935,191.3492042291641,192649.34400581344,0.8226533025145664,677450.1113501312,381607.57721036085,1171426.9560082345,40121.300019685405,1626403.0577091281
2020aaba,2020,a,a,b,a,min,0.02,2040,-0.0,2420.8231394084255,945301678247.0126,,101.07609896466204,-0.0,125000000.0000291,1656951.0057678067,364.1714930002071,0.0,,663550.0391384377,249921.07877849095,1180462.7087724875,31807.900089581955,43641.573344128956
2020aaba,2020,a,a,b,a,max,0.02,2040,15.953128634220475,1801.6886901779394,964116258969.8933,-51.124729533616694,5.153037348313243,2676836136.5157595,124999999.98237798,9115806.679203227,373.94544087746,126058.92738602872,0.7592532140448678,708784.8000366101,357568.4358413946,1360996.7871254743,31807.90006235164,1428997.823331701
2020aaba,2020,a,a,b,a,min,0.05,2040,-0.0,2420.8194536432466,945301772876.5142,,101.07641469252604,-0.0,125000000.0003218,1656317.8122841679,364.170516583166,0.0,,663550.0892594892,249920.59937247893,1180466.5288745698,31807.9000758831,43684.397332815446
2020aaba,2020,a,a,b,a,max,0.05,2040,31.30437241982257,1265.8783060462063,991057516879.1534,-39.156631831897045,3.9310153091574147,3992746486.739135,124999999.99137968,12880903.968881289,383.539234614637,244931.60194677775,0.7650117120453257,742763.5547989762,464230.7727016161,1567680.316484391,31807.900016843923,3194510.888081677
2020aaba,2020,a,a,b,a,min,0.1,2040,-0.0,2420.819663664146,945301770792.1536,,101.07641683387746,-0.0,125000000.00007735,1656819.6834856323,364.17143167393044,0.0,,663553.1113606178,249919.98381979176,1180465.9029915025,31807.900158028162,43679.148441123856
2020aaba,2020,a,a,b,a,max,0.1,2040,50.965027239417545,585.555953999695,1035323676058.6353,-26.05878514481907,2.298806370143274,3682778711.244259,125000000.00443602,32802770.386648886,399.9786363418859,394622.0741942915,0.77289120357106,803047.6506672621,584374.3429933134,1903146.6746661402,31807.900062850244,5125334.1322103245
2020aaba,2020,a,a,b,a,min,0.02,2045,-0.0,2196.620688569765,863491317204.1481,,92.4858278600619,-0.0,200000000.00014246,34306909.64082876,360.4956414678211,0.0,,651040.5779009287,267185.54690312024,1354723.3702603164,31807.90019299645,74446.40919704807
2020aaba,2020,a,a,b,a,max,0.02,2045,14.581192041732823,1536.3059789226568,882833136628.2493,-10734.12181704521,979.5878493943524,468035522901.37103,199986490.3813942,42300468.110008016,375.286188061434,126770.17176304806,0.6886099407288878,703159.9381323997,356095.7313343488,1472367.803172397,32136.763303836797,1481993.7851557087
2020aaba,2020,a,a,b,a,min,0.05,2045,-0.0,2196.6190563553273,863491453916.4883,,92.48589159739868,-0.0,200000000.00030488,34307118.4922378,360.49559304600365,0.0,,651044.1526968146,267183.3244426182,1354727.8259185618,31807.90040027025,74497.45412021533
2020aaba,2020,a,a,b,a,max,0.05,2045,28.102900597291942,1143.795784991007,917019947969.9028,0.0,91.9167507897691,84315043448.5243,199999999.81573182,35207775.44302267,357.76914604651506,244931.61226797957,0.6850775590688689,714465.5501227896,460223.9708964254,1613520.1749643793,31807.902869717273,3196276.757784532
2020aaba,2020,a,a,b,a,min,0.1,2045,-0.0,2196.619325861843,863491519442.6526,,92.48589088104212,-0.0,200000000.00001824,34306895.26873164,360.4955270249964,0.0,,651046.2818208679,267182.5872323768,1354726.581237053,31807.900130097372,74501.12539814999
