scenario,SEQ,SEQCOST,CCCOST,sense,slack,horizon,h2prod,imports,system_cost,obj_bound_dual,h2price,co2seq,dac,elec_cap,elec_cf,total_onwind,total_offwind,total_solar
baa,b,a,a,max,0.02,2045,27.123504933368427,264.11270811279695,946766391657.0344,-2233.3787072036866,160.10420286977265,400010620.17047334,60957733.11318041,276402.47536871204,0.5777970892282381,789941.8565805769,399590.4968692688,2426856.9511329215
baa,b,a,a,min,0.05,2045,15.155247807573602,286.02983634931405,943379717681.7026,,83.63183777289694,400000000.0000278,18625050.405512117,123925.82972180065,0.7123382058985401,991129.5283923268,373589.4667787397,2222168.357441552
baa,b,a,a,max,0.05,2045,37.92391542514621,13.538667376965321,977163642168.8838,-43938.20744588496,2868.1097506175397,355679075.38174474,60623352.15838632,358981.2112004936,0.6259718941166077,854732.6881524805,456450.83134097856,2657645.898066029
baa,b,a,a,min,0.1,2045,14.357244149390349,218.38339434157083,978600112733.5156,,70.14263085808376,397032816.4365667,953418.3724964549,103679.32238183753,0.8066106782341264,1006791.1773204092,439134.1805993582,2400897.6521376492
baa,b,a,a,max,0.1,2045,54.55009591326542,2.4919295930107617,1025646428988.6141,-1440.6241114447548,74.05335605752755,250000942.5867021,95701023.04780659,463145.6848648872,0.7024742726099602,880549.4122854606,535034.3019504254,3002338.6892290805
baa,b,a,a,min,0.02,2050,13.877787817177841,387.06290449009697,864316117425.4838,,76.67342449667603,471675799.62056553,56004434.77304377,147864.016695884,0.546692070859994,887233.6643789946,335038.6090374652,2077367.9404306323
baa,b,a,a,max,0.02,2050,27.326497627019624,363.49176498681464,880146257592.6127,-45.44271409947531,3.0458868994107133,433932747.33165926,62539907.364579536,251302.33839904986,0.6366641799512067,750735.24649196,390223.6320140659,2466726.7889917544
baa,b,a,a,min,0.05,2050,13.787295262522754,382.1419806379603,875104480627.9534,,76.06060332006102,432244084.1009608,39255075.81232849,123925.82972180065,0.6480406850616391,942090.7275290536,359640.16781968914,2199311.0804011496
baa,b,a,a,max,0.05,2050,37.033879173663024,146.45039441467054,910392785683.8047,-35.51227636008618,2.2956434885707426,429506916.55377513,61689144.66296905,299223.4820551885,0.7251569425210665,806690.63857465,446833.16774518404,2639668.8419395853
baa,b,a,a,min,0.1,2050,13.52180739347447,351.4399133950612,907564751380.8882,,76.22455693950114,405508661.1790655,16402200.315445721,103679.32238183751,0.7596746366582338,956550.7711312443,425184.88155153417,2373131.888594635
baa,b,a,a,max,0.1,2050,54.609546021830646,134.01287846969745,959141952835.464,-25.19365667284107,1.5342044492904607,332341094.9347435,74180684.82174501,412874.5273228353,0.7646376461182702,837660.5941377534,525372.2224948407,2999225.6752647622
caa,c,a,a,min,0.02,2025,-0.0,1.0516993911189238e-14,985011764023.4098,,59.87195280179845,0.0,0.00017600506063175178,0.0,,382697.9962837085,45828.425684849695,463742.0983163187
caa,c,a,a,max,0.02,2025,3.8501988959983113,8.078771147401354e-07,999786941549.3137,-14.410781399832254,0.8513410852175038,-19.21586865684896,0.5756119717814531,24946.674376801107,0.9996955803951287,415518.0093414388,49933.16182692231,487569.54383148125
caa,c,a,a,min,0.05,2025,-0.0,3.6332362589077344e-13,985011764176.4221,,59.87937572029103,0.0,0.008033811732098366,0.0,,382697.9848031994,45828.42572866478,463742.1168571892
caa,c,a,a,max,0.05,2025,9.215276102621408,2.9794502033122856e-07,1021949706263.3192,-12.914967122327651,0.639346564426949,-7.199968809635893,0.3469756785204206,59700.561965288616,0.9998323811062619,441876.17659868544,67487.28823725574,510469.8722479696
caa,c,a,a,min,0.1,2025,-0.0,1.036189729947261e-11,985011766609.5662,,59.88138206230485,0.0,0.1410527795724122,0.0,,382697.98198678356,45828.42620970549,463742.151907673
caa,c,a,a,max,0.1,2025,17.128904956192883,1.3986614941441282e-09,1058887647454.1162,-11.940434012079878,0.48553623993772993,-9.730597852733915,0.0017066585764183397,110982.52443566345,0.9997059242296892,475031.81881957885,96168.14923973502,526867.7501476244
caa,c,a,a,min,0.02,2030,-0.0,2.2493412403761827e-11,941635903470.667,,71.7175822557023,99999999.99994522,0.28722018488598416,0.0,,503540.90640268737,107685.32988125688,940052.573574556
caa,c,a,a,max,0.02,2030,4.615067877745165,3.984823493324189e-07,957194030827.3119,-17.242381198880324,1.116542906532142,99999999.17111124,0.04649384611930005,30015.516824795508,0.9861331978875685,527530.3809276364,120268.06480074546,983470.3528392473
caa,c,a,a,min,0.05,2030,-0.0,1.7126863094399747e-11,941635902163.8508,,71.71744592525049,99999999.99996474,0.18373021298760714,0.0,,503540.1717406685,107686.28456450162,940052.1504952193
caa,c,a,a,max,0.05,2030,10.0768151672388,1.2231484924052245e-06,980407007734.1431,-14.811935319938863,0.7334298598153466,80600934.97533613,0.15576597850172852,65627.61949758285,0.9892953821779762,555711.598698997,141962.0272288758,1061425.3604059517
